height,weight,age,gender
187.64052345967664,74.59278916014722,50,F
174.00157208367224,69.58909263361656,56,M
179.7873798410574,83.15616214798959,49,F
192.40893199201457,67.18941038386556,40,M
188.67557990149967,65.83059217001724,45,F
160.2272212012359,63.0247782776761,39,M
179.5008841752559,50.40838568518606,51,F
168.486427917023,51.18678730829855,59,M
168.96781148206443,55.850104832347746,53,F
174.10598501938372,85.61713685997714,59,M
171.44043571160879,80.74312327467916,41,M
184.54273506962974,86.49956879671588,58,M
177.61037725146994,54.01346014486598,41,F
171.21675016492827,46.37650372256776,26,M
174.43863232745426,62.079324158391,59,M
173.33674327374266,72.10982743955233,33,F
184.94079073157607,75.98428329891793,54,F
167.94841736234198,82.57566587161664,19,F
173.13067701650903,73.41135604968657,48,M
161.45904260698276,90.91202536786757,55,F
144.47010184165921,67.32873182862015,18,M
176.5361859544036,59.04304938349844,37,F
178.64436198859505,49.8253814140668,24,F
162.5783497959356,59.3323437028546,47,F
192.6975462398761,72.90541553182148,21,F
155.45634325401235,59.335356911756435,49,M
170.45758517301445,81.24090956242308,47,F
168.12816149974165,86.94793247244931,34,M
185.3277921435846,41.564957137280764,21,M
184.69358769900285,80.36862760597177,44,F
171.54947425696918,43.12475129605916,24,F
173.78162519602174,74.81798866108345,59,F
161.12214252369887,84.69844677032391,55,M
150.19203531776074,70.77827327612292,29,M
166.52087850673848,54.643729921549124,35,F
171.5634896910398,62.97482554866673,21,F
182.3029068072772,66.86025465146919,38,F
182.02379848784412,67.81306259452069,45,M
166.12673182592047,67.5652379108,46,F
166.97697249424664,68.68140664828823,32,F
159.5144703493291,72.56176058692202,32,M
155.79982062821026,55.49711615520135,34,F
152.93729809374986,67.09576204155736,53,M
189.5077539523179,88.21913404426846,56,F
164.90347818248347,65.38425492228978,45,F
165.61925698388814,64.67396688213762,56,M
157.47204639950073,82.93836764457086,41,F
177.7749035583191,39.28978400387084,38,M
153.8610215244205,84.17654321545943,41,F
167.8725971978603,62.41715490393799,52,M
161.04533438806325,71.96714286943104,50,M
173.86902497859262,71.15585627105436,19,F
164.89194862431128,81.30961743064472,40,M
158.19367815877587,66.78886304517583,39,F
169.71817771661344,61.863690621226596,22,F
174.28331870530417,85.57414948781319,58,F
170.6651722238317,41.62991419430584,57,F
173.0247189773978,70.24401018046292,42,M
163.65677906319036,53.824894928450554,40,F
166.37258834012863,60.86111934092129,35,F
163.2753955222405,94.13508017755764,44,F
166.4044683845946,69.46485488252972,26,M
161.86853717955546,72.34083636581657,23,M
152.73717397668324,48.6212457315329,51,F
171.77426142253753,61.25146409446365,40,F
165.98219063791737,72.35868880874541,36,F
153.69801653033954,74.25709231735861,28,F
174.62782255525775,77.40263865271935,47,F
160.92701635616757,70.10353478701091,29,M
170.5194539579614,76.32405050145591,48,M
177.29090562177538,75.4453829516282,25,F
171.2898291075741,48.04311506794562,48,F
181.394006845433,70.4440686629218,39,M
157.65174179646348,79.21482889279244,25,M
174.0234164117755,77.07855784881423,43,M
163.15189909059686,65.63369428035053,37,F
161.29202850818118,60.33248190952759,43,M
164.21150335235583,56.58025690814041,21,F
166.88447467872626,68.42735186150306,38,F
170.56165342229747,83.59695855471666,37,F
158.34850159216643,46.578350782220774,55,M
179.00826486954188,62.08129924324602,51,F
174.6566243973046,56.322370534878715,43,M
154.63756313722777,79.419490254886,25,M
184.882521937956,63.34828448114439,55,M
188.95889176030585,64.3523481021425,38,M
181.78779571159652,67.39660516076022,52,M
168.20075164187648,75.34471901073756,34,F
159.29247378489458,65.29133202220436,58,M
180.54451726931137,33.44628334240088,57,F
165.96823053026822,76.51974269665024,51,F
182.2244507038243,75.26851549206451,51,F
172.0827497807686,67.36550766002544,19,F
179.76639036483712,56.991560551936786,27,F
173.563663971744,74.2213613281763,41,F
177.0657316819195,74.55082640242703,22,M
170.1050002072082,64.3596054075895,42,F
187.85870493905836,67.39922235309353,24,M
171.2691209270362,58.83812196970814,51,M
174.01989363444702,67.85693089495206,42,M
188.83150697056254,51.39484785899823,28,M
156.52240938857554,75.00782585238203,47,M
157.29515001514267,58.66757811010847,46,F
179.69396708158013,72.85723777398775,42,F
158.2687659488584,53.128445004785206,21,M
189.43621185649292,62.919308249565525,36,M
165.86381019240252,68.67412713920886,39,M
162.52545188559242,50.07160225756884,24,M
189.22942026480385,71.3817744776811,38,F
184.80514791434425,65.45022924544092,39,M
188.6755896042657,49.09172562628923,45,M
179.06044658275385,54.36108695065221,44,M
161.38774314945297,77.261441008986,43,F
189.10064953099032,80.74667182661588,18,M
167.3199662904862,68.41709632264039,21,F
178.02456395796395,74.85714174448597,55,M
179.47251967773747,72.68612275975492,25,F
168.44989906909166,73.95547578553285,34,M
176.14079370346082,85.43180808496352,29,F
179.22206671566528,51.91601922142873,29,M
173.7642553115563,78.11752878833948,20,M
159.00599209415805,65.41589253306616,23,F
172.98238174206057,67.30889278898032,35,F
183.26385896687032,66.37300323453915,32,M
163.05432140268636,65.49823460006459,23,M
168.5036545967233,55.28564569860377,32,M
165.64846448278362,72.20007039109122,35,F
188.49263728479343,90.0513163934663,59,F
176.72294757012435,69.32640375461492,48,F
174.07461836241112,69.98337948717885,52,F
162.30083925554683,61.75241155412004,21,M
175.39249191291816,68.59030544298267,18,F
163.25667339342624,75.59399711240837,47,F
170.3183055827435,65.55709071154789,18,M
163.64153921621119,64.55435150737598,35,F
176.764332949465,74.83917448195896,47,M
175.76590816614942,58.98394276217145,45,F
167.91701244422006,73.02995952492248,52,M
173.96006712661645,79.84386156713705,54,M
159.06938491269494,86.31938250015381,39,M
155.08742407294395,68.91541591267664,48,M
174.39391701264537,86.41116687768056,55,M
171.6667349537253,82.41291863777822,35,M
176.35031436892106,58.045448315547205,56,F
193.83144774863942,55.38473786088219,33,M
179.44479486990414,66.34043634574695,19,M
160.8717777455584,82.34722591113825,33,F
181.17016288095851,69.13255590927994,59,F
156.84092589488478,62.79210930810654,40,F
